comment_id,username,user_url,comment_text,like_count,created_time,video_url,video_id,creator_handle,keyword,scraped_at,parent_comment_id,is_reply,source_type,search_rank
7636865997353354004,innocentemmanuel950,https://www.tiktok.com/@innocentemmanuel950,song please,11.0,1778096629,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7637166460033221384,itzz.renzzy2,https://www.tiktok.com/@itzz.renzzy2,gojo is better,13.0,1778166393,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7640104296247968532,ff.leveling,https://www.tiktok.com/@ff.leveling,if sukuna then yuji,2.0,1778850678,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7636397758328521492,nirman_xd,https://www.tiktok.com/@nirman_xd,[Sticker] MR BEAST WILL REPLY ME🗿,7.0,1777987415,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7631860281505170177,mashalkhan8364,https://www.tiktok.com/@mashalkhan8364,Song name?,19.0,1776930952,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7640127125743469320,2200stephen,https://www.tiktok.com/@2200stephen,love it 😘❤️,1.0,1778855869,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7632663788949816065,just_bale1,https://www.tiktok.com/@just_bale1,Perfect Smile 👍,23.0,1777118037,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7636163929287475975,fadime_kzncc,https://www.tiktok.com/@fadime_kzncc,anime name ?,2.0,1777932987,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7636235713076183828,mjlubao,https://www.tiktok.com/@mjlubao,jujutsu kaisen,5.0,1777949949,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,7636163929287475975,True,api,
7634198558283858710,yuji_itadori338,https://www.tiktok.com/@yuji_itadori338,[Sticker],4.0,1777475383,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7633135323391853329,mimilisatheebaddie,https://www.tiktok.com/@mimilisatheebaddie,I Drew a picture of my man 😝💋,71.0,1777228098,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7632378539207050004,spiderthestrongestbacon,https://www.tiktok.com/@spiderthestrongestbacon,Can I take the video,4.0,1777051617,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7633905088943555349,enolakak,https://www.tiktok.com/@enolakak,Screaming coz this is my Wallpaper 😩😩😩,5.0,1777407197,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7638490442874487560,edit_procut,https://www.tiktok.com/@edit_procut,dxwnfall_6,,1778474655,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7632421048050647809,mr_goat800,https://www.tiktok.com/@mr_goat800,dude WTF is this QUALITY😭😭😭😭😭,90.0,1777061524,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7632005425671848724,anotidaisheshamga,https://www.tiktok.com/@anotidaisheshamga,song name,3.0,1776964852,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7632007215613068040,dudaaua.aaa,https://www.tiktok.com/@dudaaua.aaa,you're perfect,6.0,1776965168,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,7632005425671848724,True,api,
7632095109769921312,_jinx_160_,https://www.tiktok.com/@_jinx_160_,[Sticker] Perfect-,6.0,1776985679,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7638725455118779144,minimonimaniii,https://www.tiktok.com/@minimonimaniii,Yuji with Sukuna Perfect,5.0,1778529383,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7635174242007008022,indianna8414,https://www.tiktok.com/@indianna8414,love it,5.0,1777702570,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7631326511614313234,thomice83,https://www.tiktok.com/@thomice83,very perfect 😏,5.0,1776806681,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7631473527111205652,rajaumer1970,https://www.tiktok.com/@rajaumer1970,Everything is perfect,10.0,1776840907,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:35:36+07:00,0,False,api,
7638309104636986132,heart_spin17,https://www.tiktok.com/@heart_spin17,cool edit. perfect smile😊,3.0,1778432437,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7638290772856668935,itszzmee_elmer,https://www.tiktok.com/@itszzmee_elmer,[Sticker] dance with mee,3.0,1778428165,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7640195737930449684,kelechiadannarejoice,https://www.tiktok.com/@kelechiadannarejoice,[Sticker] me dancing in my head and concluding yess dis guy hv a perfect body with a perfect smile indeed🥰🥰😁,2.0,1778871710,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7640095345625039637,shifahameed4,https://www.tiktok.com/@shifahameed4,how is it made??,3.0,1778848338,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7635380162188411670,idk9865.1,https://www.tiktok.com/@idk9865.1,"legend says, he has 2 dih",5.0,1777750495,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7632129887617516289,sukuna71943,https://www.tiktok.com/@sukuna71943,[Sticker] Dance with me,6.0,1776993736,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7639285712053420808,weak.fear1,https://www.tiktok.com/@weak.fear1,so smooth😳,1.0,1778659821,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7634148008498086659,el.shabanio4,https://www.tiktok.com/@el.shabanio4,[Sticker] The song:,11.0,1777463614,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7633012305118479126,maja_er_appelsin,https://www.tiktok.com/@maja_er_appelsin,[Sticker] The quality,7.0,1777199181,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7637958021776655125,whs.wahid,https://www.tiktok.com/@whs.wahid,,2.0,1778350705,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7632710215474299655,janine_mae6,https://www.tiktok.com/@janine_mae6,[Sticker] me feeling the song in 2023,5.0,1777128845,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7631595997738631943,i_am_musulmann,https://www.tiktok.com/@i_am_musulmann,[Sticker] omg bro edit it's amazing,16.0,1776869416,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7632326992834577173,percykakraba1,https://www.tiktok.com/@percykakraba1,[Sticker] 🥰can't wast it 😁,7.0,1777039618,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7637250765422068500,rayc_101,https://www.tiktok.com/@rayc_101,l love u soooo much thank I for making a sukuna edit video his totally ma guy 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,3.0,1778186236,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7635313715424248596,kainatayaz5,https://www.tiktok.com/@kainatayaz5,[Sticker] Sukuna is happy,4.0,1777735021,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7631786670295515911,love.xoxozyyy,https://www.tiktok.com/@love.xoxozyyy,[Sticker] my husband 😭❤️✨,243.0,1776913814,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7633495834286752530,____yuna3,https://www.tiktok.com/@____yuna3,My crush sukuna,5.0,1777311761,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7632659310867677960,nanami.chan61,https://www.tiktok.com/@nanami.chan61,it's been so long since I heard this song,5.0,1777116995,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7631933050609353492,ysra7610,https://www.tiktok.com/@ysra7610,[Sticker] perfect,49.0,1776947902,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
7632755399943668494,arii_lovesu13,https://www.tiktok.com/@arii_lovesu13,hehehehehe,84.0,1777139381,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:06+07:00,0,False,api,
dom_af026cb,Black 🖤 wolf 🐺🖤🐺,https://www.tiktok.com/@innocentemmanuel950,song please,,,https://www.tiktok.com/@qblack.qq/video/7631236197720804629,7631236197720804629,qblack.qq,,2026-05-16T09:36:16+07:00,,False,dom,
