comment_id,username,user_url,comment_text,like_count,created_time,video_url,video_id,creator_handle,keyword,scraped_at,parent_comment_id,is_reply,source_type,search_rank
7640186974707876626,minhsaid6,https://www.tiktok.com/@minhsaid6,bên Việt mình ra chậm quá hóng quá hóng r,27.0,1778869664,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640192775196508935,arnolddd.w,https://www.tiktok.com/@arnolddd.w,she was smilling the whole time💀,84.0,1778871017,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640281242286572296,truong3cong3bang6,https://www.tiktok.com/@truong3cong3bang6,nhìn chị mua nè mấy cưng,,1778891626,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640285183287182081,alefungus,https://www.tiktok.com/@alefungus,[Sticker],42.0,1778892532,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640301652931068679,shui_367,https://www.tiktok.com/@shui_367,did she just did jutsu + domain expansion?!!,4.0,1778896366,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640293304878072597,amonebillions8,https://www.tiktok.com/@amonebillions8,Anime name,,1778894433,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640148102234555154,agente_925,https://www.tiktok.com/@agente_925,sukuna referente 😬,221.0,1778860613,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640189614023918356,oel_kgati_kameie,https://www.tiktok.com/@oel_kgati_kameie,ra thêm đc bn tập r vậy,,1778870279,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640232024334926608,brolyn47,https://www.tiktok.com/@brolyn47,pls where can I watch this episode 😭🙏,,1778880161,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640227578327040786,0xxhentaixx0,https://www.tiktok.com/@0xxhentaixx0,[Sticker],5.0,1778879125,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640173204283818783,mrtayoler,https://www.tiktok.com/@mrtayoler,What episode was this?,2.0,1778866513,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640174684752315158,trueslimerimuru,https://www.tiktok.com/@trueslimerimuru,s4 ep6,4.0,1778866811,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,7640173204283818783,True,api,1
7640317967138030337,charleshope3,https://www.tiktok.com/@charleshope3,[Sticker],5.0,1778900164,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
7640278224770401031,kemchanh1234,https://www.tiktok.com/@kemchanh1234,Coi chị múa nè,5.0,1778890916,https://www.tiktok.com/@rioolite6969/video/7640139051508534535,7640139051508534535,rioolite6969,Tensei shitara Slime Datta Ken,2026-05-16T16:54:17+07:00,0,False,api,1
